Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Total,Bwd IAT Total,SYN Flag Count,ACK Flag Count,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Label
10698765,5,0,30,0,6,6.0,0,0.0,2.804061964,0.467343661,2674691.25,5346711.499,10700000,0,0,1,7.2,6.0,0.0,1
131,2,0,12,0,6,6.0,0,0.0,91603.05344,15267.17557,131.0,0.0,131,0,0,1,9.0,6.0,0.0,0
1491667,3,4,26,11607,20,8.666666667,11595,2901.75,7798.657475,4.692736382,248611.1667,608470.3597,863,1491621,0,0,1661.857143,8.666666667,2901.75,1
205,2,2,64,188,32,32.0,94,94.0,1229268.293,19512.19512,68.33333333,34.35597959,49,48,0,0,71.0,32.0,94.0,0
182,2,2,72,200,36,36.0,100,100.0,1494505.495,21978.02198,60.66666667,99.88159657,3,3,0,0,77.0,36.0,100.0,0
3919336,5,0,30,0,6,6.0,0,0.0,7.654357779,1.275726296,979834.0,1956352.73,3919336,0,0,1,7.2,6.0,0.0,1
5966864,5,0,30,0,6,6.0,0,0.0,5.027766679,0.837961113,1491716.0,2982775.369,5966864,0,0,1,7.2,6.0,0.0,1
41,2,0,31,0,31,15.5,0,0.0,756097.561,48780.4878,41.0,0.0,41,0,1,1,31.0,15.5,0.0,0
1872211,3,4,26,11607,20,8.666666667,11595,2901.75,6213.509054,3.738894815,312035.1667,763554.4973,1293,1872179,0,0,1661.857143,8.666666667,2901.75,1
5461882,4,0,24,0,6,6.0,0,0.0,4.394089803,0.7323483,1820627.333,3152521.017,5461882,0,0,1,7.5,6.0,0.0,1
86368268,7,9,11613,62,4380,1659.0,20,6.888888889,135.1769611,0.185253223,5757884.533,20100000.0,86400000,86200000,0,1,730.0625,1659.0,6.888888889,0
395849,3,6,26,11601,20,8.666666667,4380,1933.5,29372.31116,22.73594224,49481.125,130972.5908,22056,395690,0,0,1291.888889,8.666666667,1933.5,1
4,2,0,12,0,6,6.0,0,0.0,3000000.0,500000.0,4.0,0.0,4,0,0,1,9.0,6.0,0.0,0
562567,3,5,26,11601,20,8.666666667,5840,2320.2,20667.76046,14.2205284,80366.71429,204932.6595,17243,562516,0,0,1453.375,8.666666667,2320.2,1
118718793,205,322,4681,434458,232,22.83414634,4427,1349.248447,3698.984709,4.439061303,225701.1274,3613783.499,119000000,119000000,0,0,833.2808349,22.83414634,1349.248447,0
90737545,8,4,56,11601,20,7.0,7215,2900.25,128.4694224,0.132249556,8248867.727,25800000.0,90600000,156993,0,1,971.9166667,7.0,2900.25,1
12062678,5,0,30,0,6,6.0,0,0.0,2.487009933,0.414501655,3015669.5,6030003.018,12100000,0,0,1,7.2,6.0,0.0,1
99940411,8,5,56,11601,20,7.0,7300,2320.2,116.6395043,0.130077512,8328367.583,28200000.0,98800000,1111183,0,1,897.1538462,7.0,2320.2,1
23919,2,2,68,158,34,34.0,79,79.0,9448.555542,167.2310715,7973.0,13802.71289,4,4,0,0,65.0,34.0,79.0,0
4683874,5,0,30,0,6,6.0,0,0.0,6.404954531,1.067492422,1170968.5,2341490.354,4683874,0,0,1,7.2,6.0,0.0,1
165761,3,5,26,11601,20,8.666666667,5840,2320.2,70143.15792,48.26225711,23680.14286,58519.83732,9099,165660,0,0,1453.375,8.666666667,2320.2,1
81920635,9,5,62,11607,20,6.888888889,10135,2321.4,142.4427435,0.170897113,6301587.308,22400000.0,81800000,157448,0,1,833.9285714,6.888888889,2321.4,1
78845535,8,5,56,11607,20,7.0,7215,2321.4,147.9221366,0.164879343,6570461.25,19900000.0,77100000,1757601,0,1,897.6153846,7.0,2321.4,1
1356494,3,6,26,11607,20,8.666666667,4380,1934.5,8575.784338,6.634751057,169561.75,479205.9995,642,1356476,0,0,1292.555556,8.666666667,1934.5,1
278758,3,6,26,11601,20,8.666666667,4380,1933.5,41710.0137,32.28606892,34844.75,84656.71643,36012,278708,0,0,1291.888889,8.666666667,1933.5,1
1651182,3,5,26,11601,20,8.666666667,7300,2320.2,7041.622305,4.845014057,235883.1429,617555.8095,14415,1651150,0,0,1453.375,8.666666667,2320.2,1
7774845,5,0,30,0,6,6.0,0,0.0,3.858597824,0.643099637,1943711.25,3886740.53,7774845,0,0,1,7.2,6.0,0.0,1
200,2,2,88,188,44,44.0,94,94.0,1380000.0,20000.0,66.66666667,32.34707612,49,47,0,0,80.0,44.0,94.0,0
4560942,5,0,30,0,6,6.0,0,0.0,6.577588577,1.096264763,1140235.5,2277114.298,4560942,0,0,1,7.2,6.0,0.0,1
1054654,3,6,26,11607,20,8.666666667,4380,1934.5,11030.15776,8.533604386,131831.75,372455.1439,870,1054606,0,0,1292.555556,8.666666667,1934.5,1
3559537,1,6,1375,30,1375,1375.0,6,5.0,394.7142564,1.966547897,593256.1667,1428921.085,0,3550918,1,1,397.1428571,1375.0,5.0,0
3450936,4,0,24,0,6,6.0,0,0.0,6.954634916,1.159105819,1150312.0,1992394.498,3450936,0,0,1,7.5,6.0,0.0,1
32237,1,2,0,0,0,0.0,0,0.0,0.0,93.06076868,16118.5,21390.68724,0,993,0,1,0.0,0.0,0.0,0
2623088,4,0,24,0,6,6.0,0,0.0,9.14952148,1.524920247,874362.6667,1513713.106,2623088,0,0,1,7.5,6.0,0.0,1
156532,3,6,26,11607,20,8.666666667,5840,1934.5,74317.07255,57.4962308,19566.5,54957.58586,703,156384,0,0,1292.555556,8.666666667,1934.5,1
24414,3,4,26,11607,20,8.666666667,11595,2901.75,476488.8998,286.720734,4069.0,9448.24534,977,24360,0,0,1661.857143,8.666666667,2901.75,1
146,2,2,88,188,44,44.0,94,94.0,1890410.959,27397.26027,48.66666667,79.96457549,3,2,0,0,80.0,44.0,94.0,0
232085,3,5,26,11607,20,8.666666667,5840,2321.4,50123.87703,34.47012948,33155.0,87235.96192,858,232067,0,0,1454.125,8.666666667,2321.4,1
49,2,0,12,0,6,6.0,0,0.0,244897.9592,40816.32653,49.0,0.0,49,0,0,1,9.0,6.0,0.0,0
273013,5,0,30,0,6,6.0,0,0.0,109.8848773,18.31414621,68253.25,135160.6625,273013,0,0,1,7.2,6.0,0.0,1
60845,1,5,6,30,6,6.0,6,6.0,591.6673515,98.61122524,12169.0,23609.97611,0,57014,0,1,7.0,6.0,6.0,0
510633,3,5,26,11607,20,8.666666667,5840,2321.4,22781.52803,15.66682921,72947.57143,192497.3587,908,510632,0,0,1454.125,8.666666667,2321.4,1
8900757,1,6,1375,30,1375,1375.0,6,5.0,157.8517423,0.786449962,1483459.5,3620994.302,0,8878786,1,1,397.1428571,1375.0,5.0,0
81725872,8,5,56,11601,20,7.0,5840,2320.2,142.6353701,0.159068355,6810489.333,23100000.0,81500000,194039,0,1,897.1538462,7.0,2320.2,1
254,2,2,64,258,32,32.0,129,129.0,1267716.535,15748.0315,84.66666667,106.828523,1,48,0,0,88.5,32.0,129.0,0
1841790,3,4,26,11607,20,8.666666667,11595,2901.75,6316.138105,3.800650454,306965.0,751478.4881,802,1841758,0,0,1661.857143,8.666666667,2901.75,1
8223742,5,0,30,0,6,6.0,0,0.0,3.647974365,0.607995727,2055935.5,4109229.028,8223742,0,0,1,7.2,6.0,0.0,1
5865687,1,5,6,30,6,6.0,6,6.0,6.137388511,1.022898085,1173137.4,2607240.305,0,5853478,0,1,7.0,6.0,6.0,0
69557,4,2,120,264,30,30.0,132,132.0,5520.652127,86.26018948,13911.4,19271.73589,30603,3,0,0,69.0,30.0,132.0,0
1771885,3,4,26,11607,20,8.666666667,11595,2901.75,6565.324499,3.950594988,295314.1667,721893.0424,2747,1771788,0,0,1661.857143,8.666666667,2901.75,1
33234,3,4,26,11601,20,8.666666667,10220,2900.25,349852.5606,210.6276705,5539.0,10787.95425,5997,33228,0,0,1661.0,8.666666667,2900.25,1
8859556,7,6,50,11601,20,7.142857143,5840,1933.5,1315.077189,1.467342156,738296.3333,2453321.35,8630598,240965,0,1,896.6923077,7.142857143,1933.5,1
123676,5,3,11607,26,10135,2321.4,20,8.666666667,94060.28656,64.68514506,17668.0,45756.32224,123676,1672,0,1,1454.125,2321.4,8.666666667,0
7336625,1,6,1375,30,1375,1375.0,6,5.0,191.5049495,0.954117186,1222770.833,2983738.349,0,7331832,1,1,397.1428571,1375.0,5.0,0
96862841,8,4,56,11601,20,7.0,8760,2900.25,120.3454274,0.123886517,8805712.818,27500000.0,96800000,121559,0,1,971.9166667,7.0,2900.25,1
640563,5,0,30,0,6,6.0,0,0.0,46.83380089,7.805633482,160140.75,319165.6551,640563,0,0,1,7.2,6.0,0.0,1
1467879,37,42,2698,6742,408,72.91891892,976,160.5238095,6431.047791,53.81914994,18818.96154,108596.2145,1467879,516836,0,0,119.4936709,72.91891892,160.5238095,0
1881773,3,6,26,11607,20,8.666666667,5840,1934.5,6181.935866,4.782723527,235221.625,665001.3744,642,1881724,0,0,1292.555556,8.666666667,1934.5,1
7146587,4,0,24,0,6,6.0,0,0.0,3.358246391,0.559707732,2382195.667,4125445.668,7146587,0,0,1,7.5,6.0,0.0,1
182,1,1,0,0,0,0.0,0,0.0,0.0,10989.01099,182.0,0.0,0,0,0,1,0.0,0.0,0.0,0
2000647,7,6,340,3611,190,48.57142857,1460,601.8333333,1974.861132,6.49789793,166720.5833,362690.5644,2000647,583747,0,0,303.9230769,48.57142857,601.8333333,0
101987456,7,9,11613,62,5840,1659.0,20,6.888888889,114.4748625,0.156882039,6799163.733,26000000.0,102000000,101000000,0,1,730.0625,1659.0,6.888888889,0
56,1,1,6,6,6,6.0,6,6.0,214285.7143,35714.28571,56.0,0.0,0,0,0,1,9.0,6.0,6.0,0
95917756,8,4,56,11601,20,7.0,7300,2900.25,121.5312001,0.12510718,8719796.0,28200000.0,95900000,35524,0,1,971.9166667,7.0,2900.25,1
827558,1,6,6,36,6,6.0,6,6.0,50.75172979,8.458621631,137926.3333,323965.9533,0,806015,0,1,6.857142857,6.0,6.0,0
4010898,4,0,24,0,6,6.0,0,0.0,5.983697416,0.997282903,1336966.0,2314833.995,4010898,0,0,1,7.5,6.0,0.0,1
182,2,2,88,188,44,44.0,94,94.0,1516483.516,21978.02198,60.66666667,99.01683359,3,4,0,0,80.0,44.0,94.0,0
26331,2,7,20,11601,20,10.0,5840,1657.285714,441342.9038,341.8024382,3291.375,7958.364763,23001,26188,0,0,1291.222222,10.0,1657.285714,1
176,2,2,102,262,51,51.0,131,131.0,2068181.818,22727.27273,58.66666667,95.55277774,3,4,0,0,103.75,51.0,131.0,0
7025195,5,0,30,0,6,6.0,0,0.0,4.270344097,0.711724016,1756298.75,3507928.475,7025195,0,0,1,7.2,6.0,0.0,1
1023913,3,5,26,11601,20,8.666666667,4380,2320.2,11355.45696,7.813163814,146273.2857,377197.8907,21779,1023854,0,0,1453.375,8.666666667,2320.2,1
2612368,4,0,24,0,6,6.0,0,0.0,9.187067059,1.531177843,870789.3333,1506505.796,2612368,0,0,1,7.5,6.0,0.0,1
9623742,5,0,30,0,6,6.0,0,0.0,3.117290551,0.519548425,2405935.5,4811222.355,9623742,0,0,1,7.2,6.0,0.0,1
4615403,5,1,123,46,46,24.6,46,46.0,36.61652081,1.299994822,923080.6,2033595.835,4615403,0,1,1,35.83333333,24.6,46.0,0
93031016,22,13,2986,6356,1305,135.7272727,2910,488.9230769,100.4181229,0.376218615,2736206.353,16000000.0,93000000,93000000,0,0,266.9142857,135.7272727,488.9230769,0
98389899,8,4,56,11601,20,7.0,8760,2900.25,118.4776092,0.121963739,8944536.273,27500000.0,98400000,26659,0,1,971.9166667,7.0,2900.25,1
208485,11,7,562,6215,199,51.09090909,2860,887.8571429,32505.93568,86.33714656,12263.82353,19731.83341,208485,136518,0,0,376.5,51.09090909,887.8571429,0
232261,3,6,26,11607,20,8.666666667,5840,1934.5,50085.89475,38.74951025,29032.625,81168.09536,1802,232234,0,0,1292.555556,8.666666667,1934.5,1
1065822,2,5,20,11601,20,10.0,5840,2320.2,10903.32157,6.567700798,177637.0,418851.934,33162,1065762,0,0,1660.142857,10.0,2320.2,1
31629,4,2,260,294,65,65.0,147,147.0,17515.57115,189.6993266,6325.8,13709.03077,30894,48,0,0,103.1666667,65.0,147.0,0
9618481,1,6,6,36,6,6.0,6,6.0,4.366593852,0.727765642,1603080.167,3906789.323,0,9617274,0,1,6.857142857,6.0,6.0,0
24690,3,5,26,11601,20,8.666666667,7300,2320.2,470919.4006,324.017821,3527.142857,8559.574258,23038,24585,0,0,1453.375,8.666666667,2320.2,1
80191500,5,9,12982,56,11595,2596.4,20,6.222222222,162.5858102,0.174582094,6168576.923,19800000.0,80200000,79400000,1,1,1029.5,2596.4,6.222222222,0
4138209,5,1,135,46,46,27.0,46,46.0,43.73872852,1.449902603,827641.8,1756874.026,4138209,0,1,1,37.83333333,27.0,46.0,0
3204716,5,0,30,0,6,6.0,0,0.0,9.361203926,1.560200654,801179.0,1601189.396,3204716,0,0,1,7.2,6.0,0.0,1
82423016,5,9,11607,62,8760,2321.4,20,6.888888889,141.574533,0.169855469,6340232.0,19500000.0,82400000,82100000,0,1,833.9285714,2321.4,6.888888889,0
78390785,8,4,56,11601,20,7.0,8760,2900.25,148.7037029,0.153079217,7126435.0,21300000.0,77300000,1057943,0,1,971.9166667,7.0,2900.25,1
107678,1,1,0,6,0,0.0,6,6.0,55.72168874,18.57389625,107678.0,0.0,0,0,0,0,3.0,0.0,6.0,0
505,5,1,421,6,302,84.2,6,6.0,845544.5545,11881.18812,101.0,94.96578331,505,0,1,1,121.5,84.2,6.0,0
362,1,1,44,93,44,44.0,93,93.0,378453.0387,5524.861878,362.0,0.0,0,0,0,0,90.5,44.0,93.0,0
24920,2,4,20,11601,20,10.0,8675,2900.25,466332.2632,240.7704655,4984.0,9246.763001,21337,24918,0,0,1936.833333,10.0,2900.25,1
23815299,1,5,1375,24,1375,1375.0,6,4.8,58.74375123,0.25193889,4763059.8,10600000.0,0,23800000,1,1,462.3333333,1375.0,4.8,0
4020917,5,0,30,0,6,6.0,0,0.0,7.460984646,1.243497441,1005229.25,2009129.385,4020917,0,0,1,7.2,6.0,0.0,1
61684,2,2,66,428,33,33.0,214,214.0,8008.559756,64.8466377,20561.33333,35568.24812,3,49,0,0,131.75,33.0,214.0,0
37291,3,4,26,11601,20,8.666666667,8760,2900.25,311791.0488,187.712853,6215.166667,10574.2077,11049,37097,0,0,1661.0,8.666666667,2900.25,1
3045925,4,0,24,0,6,6.0,0,0.0,7.879379827,1.313229971,1015308.333,1756845.971,3045925,0,0,1,7.5,6.0,0.0,1
5923143,5,0,30,0,6,6.0,0,0.0,5.064878562,0.844146427,1480785.75,2960934.167,5923143,0,0,1,7.2,6.0,0.0,1
117518,3,4,26,11601,20,8.666666667,8760,2900.25,98938.03502,59.56534318,19586.33333,36093.38943,27072,117432,0,0,1661.0,8.666666667,2900.25,1
105205,2,2,110,242,55,55.0,121,121.0,3345.848581,38.02100661,35068.33333,60695.97194,48,3,0,0,101.75,55.0,121.0,0
8110073,1,5,6,30,6,6.0,6,6.0,4.438924286,0.739820714,1622014.6,3613923.257,0,8098816,0,1,7.0,6.0,6.0,0
30056,3,4,26,11601,20,8.666666667,8675,2900.25,386844.5568,232.8985893,5009.333333,10768.75576,27812,29987,0,0,1661.0,8.666666667,2900.25,1
911678,3,4,26,11607,20,8.666666667,11595,2901.75,12759.98763,7.678149522,151946.3333,371655.6125,926,911612,0,0,1661.857143,8.666666667,2901.75,1
9342811,7,6,50,11607,20,7.142857143,4380,1934.5,1247.697294,1.391444181,778567.5833,2107083.255,8271344,1072244,0,1,897.1538462,7.142857143,1934.5,1
414,1,1,47,128,47,47.0,128,128.0,422705.314,4830.917874,414.0,0.0,0,0,0,0,111.0,47.0,128.0,0
46966,1,1,48,112,48,48.0,112,112.0,3406.719755,42.58399693,46966.0,0.0,0,0,0,0,104.0,48.0,112.0,0
8878517,5,0,30,0,6,6.0,0,0.0,3.378942677,0.563157113,2219629.25,4438466.501,8878517,0,0,1,7.2,6.0,0.0,1
377992,3,6,26,11607,20,8.666666667,5840,1934.5,30775.78361,23.81002773,47249.0,133194.3913,769,377914,0,0,1292.555556,8.666666667,1934.5,1
40568,3,8,26,11607,20,8.666666667,4295,1450.875,286753.1059,271.1496746,4056.8,11183.77633,4011,40378,0,0,1057.545455,8.666666667,1450.875,1
8044787,5,0,30,0,6,6.0,0,0.0,3.729122971,0.621520495,2011196.75,4021745.526,8044787,0,0,1,7.2,6.0,0.0,1
1061942,3,6,26,11607,20,8.666666667,5840,1934.5,10954.45891,8.475039126,132742.75,375010.8298,794,1061897,0,0,1292.555556,8.666666667,1934.5,1
2029963,4,0,24,0,6,6.0,0,0.0,11.82287559,1.970479265,676654.3333,1171094.784,2029963,0,0,1,7.5,6.0,0.0,1
522328,3,6,26,11601,20,8.666666667,5840,1933.5,22259.95926,17.23055245,65291.0,173360.4805,27942,522314,0,0,1291.888889,8.666666667,1933.5,1
129130,2,6,20,11601,20,10.0,4380,1933.5,89994.57911,61.95307055,18447.14286,42557.334,14665,129094,0,0,1452.625,10.0,1933.5,1
921,1,1,52,129,52,52.0,129,129.0,196525.5157,2171.55266,921.0,0.0,0,0,0,0,116.5,52.0,129.0,0
48927,2,2,150,314,75,75.0,157,157.0,9483.516259,81.75445051,16309.0,28241.95445,3,4,0,0,134.75,75.0,157.0,0
101926826,8,5,56,11607,20,7.0,10135,2321.4,114.425225,0.127542478,8493902.167,28400000.0,100000000,1874958,0,1,897.6153846,7.0,2321.4,1
16670928,10,11,1970,7159,1397,197.0,1413,650.8181818,547.5999896,1.259677926,833546.4,2420912.301,11600000,16600000,0,0,434.7142857,197.0,650.8181818,0
4469464,1,5,6,30,6,6.0,6,6.0,8.054657113,1.342442852,893892.8,1977168.701,0,4466902,0,1,7.0,6.0,6.0,0
42044,3,6,26,11601,20,8.666666667,4380,1933.5,276543.621,214.0614594,5255.5,11817.03336,8038,41989,0,0,1291.888889,8.666666667,1933.5,1
12129264,11,12,730,4574,356,66.36363636,1432,381.1666667,437.2895173,1.896240365,551330.1818,1559403.359,12100000,11900000,0,0,230.6086957,66.36363636,381.1666667,0
886579,3,6,26,11601,20,8.666666667,5840,1933.5,13114.45455,10.15137963,110822.375,310147.7121,7569,886485,0,0,1291.888889,8.666666667,1933.5,1
63412,2,5,20,11601,20,10.0,7300,2320.2,183261.8432,110.3892008,10568.66667,23707.40055,3750,63340,0,0,1660.142857,10.0,2320.2,1
7871557,4,0,24,0,6,6.0,0,0.0,3.048952069,0.508158678,2623852.333,4543955.332,7871557,0,0,1,7.5,6.0,0.0,1
191,2,2,60,264,30,30.0,132,132.0,1696335.079,20942.40838,63.66666667,105.077749,3,3,0,0,88.5,30.0,132.0,0
1715355,3,4,26,11607,20,8.666666667,11595,2901.75,6781.68659,4.080787942,285892.5,699694.6029,1201,1715343,0,0,1661.857143,8.666666667,2901.75,1
58640,3,4,442,872,436,147.3333333,860,218.0,22407.91269,119.372442,9773.333333,11337.26109,34683,35480,0,0,187.7142857,147.3333333,218.0,0
6048060,1,5,6,30,6,6.0,6,6.0,5.952321902,0.99205365,1209612.0,2693481.537,0,6040906,0,1,7.0,6.0,6.0,0
96812465,6,9,11613,62,7215,1935.5,20,6.888888889,120.5939752,0.154938726,6915176.071,23800000.0,96800000,96700000,0,1,778.7333333,1935.5,6.888888889,0
4,2,0,37,0,31,18.5,0,0.0,9250000.0,500000.0,4.0,0.0,4,0,1,1,34.0,18.5,0.0,0
6599954,4,0,24,0,6,6.0,0,0.0,3.636388981,0.60606483,2199984.667,3807877.912,6599954,0,0,1,7.5,6.0,0.0,1
6896838,4,0,24,0,6,6.0,0,0.0,3.479855551,0.579975925,2298946.0,3981887.812,6896838,0,0,1,7.5,6.0,0.0,1
422017,3,4,657,421,657,219.0,421,105.25,2554.399467,16.58700953,70336.16667,108268.4851,213287,208877,0,0,154.0,219.0,105.25,0
1834149,3,6,26,11607,20,8.666666667,5840,1934.5,6342.450913,4.906907781,229268.625,648169.4115,615,1834132,0,0,1292.555556,8.666666667,1934.5,1
533735,3,5,26,11601,20,8.666666667,5840,2320.2,21784.21876,14.98871163,76247.85714,189193.1438,28380,533702,0,0,1453.375,8.666666667,2320.2,1
1384069,3,6,26,11601,20,8.666666667,4380,1933.5,8400.592745,6.502565985,173008.625,475106.3957,35022,1383955,0,0,1291.888889,8.666666667,1933.5,1
4867886,4,0,24,0,6,6.0,0,0.0,4.93027158,0.82171193,1622628.667,2809607.579,4867886,0,0,1,7.5,6.0,0.0,1
5178294,9,7,387,3517,200,43.0,1360,502.4285714,753.9162512,3.089820702,345219.6,1202844.646,5178294,239691,0,0,244.0,43.0,502.4285714,0
50,2,0,0,0,0,0.0,0,0.0,0.0,40000.0,50.0,0.0,50,0,0,1,0.0,0.0,0.0,0
7120811,5,0,30,0,6,6.0,0,0.0,4.213003266,0.702167211,1780202.75,3556803.999,7120811,0,0,1,7.2,6.0,0.0,1
81238638,8,6,56,11607,20,7.0,5840,1934.5,143.5646915,0.172331791,6249126.0,20000000.0,80700000,518826,0,1,833.5,7.0,1934.5,1
1839753,3,4,26,11607,20,8.666666667,11595,2901.75,6323.13142,3.804858587,306625.5,750807.5669,494,1839704,0,0,1661.857143,8.666666667,2901.75,1
142904,47,56,1313,104393,570,27.93617021,4344,1864.160714,739699.3786,720.7635895,1401.019608,5170.506395,142904,119777,0,0,1026.271845,27.93617021,1864.160714,0
50437,3,6,26,11607,20,8.666666667,5840,1934.5,230644.17,178.4404306,6304.625,16749.48133,2122,50387,0,0,1292.555556,8.666666667,1934.5,1
87544760,9,6,62,11607,20,6.888888889,5840,1934.5,133.2918155,0.171340923,6253197.143,21100000.0,87500000,32852,0,1,778.3333333,6.888888889,1934.5,1
70265,2,0,12,0,6,6.0,0,0.0,170.7820394,28.46367324,70265.0,0.0,70265,0,0,1,9.0,6.0,0.0,0
64565,3,4,26,11601,20,8.666666667,8760,2900.25,180082.0878,108.4178735,10760.83333,20520.13678,12724,64478,0,0,1661.0,8.666666667,2900.25,1
3,2,0,12,0,6,6.0,0,0.0,4000000.0,666666.6667,3.0,0.0,3,0,0,1,9.0,6.0,0.0,0
6937873,4,0,24,0,6,6.0,0,0.0,3.459273469,0.576545578,2312624.333,4005578.514,6937873,0,0,1,7.5,6.0,0.0,1
3547739,3,3,6,6,6,2.0,6,2.0,3.382435968,1.691217984,709547.8,978589.1426,1523728,3524466,0,0,2.0,2.0,2.0,0
517619,3,6,26,11601,20,8.666666667,4380,1933.5,22462.46757,17.38730611,64702.375,180605.3338,5696,517572,0,0,1291.888889,8.666666667,1933.5,1
77,1,1,6,6,6,6.0,6,6.0,155844.1558,25974.02597,77.0,0.0,0,0,0,1,9.0,6.0,6.0,0
10038137,5,0,30,0,6,6.0,0,0.0,2.988602367,0.498100395,2509534.25,5018403.855,10000000,0,0,1,7.2,6.0,0.0,1
163,2,2,96,226,48,48.0,113,113.0,1975460.123,24539.8773,54.33333333,88.04733575,3,4,0,0,92.5,48.0,113.0,0
269123,3,1,50,6,38,16.66666667,6,6.0,208.0832928,14.86309234,89707.66667,155359.1841,269123,0,1,1,23.5,16.66666667,6.0,0
7826276,4,0,24,0,6,6.0,0,0.0,3.066592591,0.511098765,2608758.667,4517917.99,7826276,0,0,1,7.5,6.0,0.0,1
115226706,16,14,437,746,437,27.3125,746,53.28571429,10.26671716,0.26035631,3973334.69,4967528.259,115000000,113000000,0,0,39.43333333,27.3125,53.28571429,0
60047,3,6,26,11607,20,8.666666667,5840,1934.5,193731.5769,149.882592,7505.875,20696.86652,907,59934,0,0,1292.555556,8.666666667,1934.5,1
68579,3,5,26,11607,20,8.666666667,10135,2321.4,169629.1868,116.6537861,9797.0,25480.28137,755,68535,0,0,1454.125,8.666666667,2321.4,1
278,2,2,68,280,34,34.0,140,140.0,1251798.561,14388.48921,92.66666667,158.771324,1,1,0,0,95.5,34.0,140.0,0
2045071,1,5,6,30,6,6.0,6,6.0,17.60330081,2.933883469,409014.2,907840.1904,0,2035337,0,1,7.0,6.0,6.0,0
89498771,5,10,11607,68,8760,2321.4,20,6.8,130.4487187,0.167600067,6392769.357,22700000.0,89500000,89100000,0,1,778.7333333,2321.4,6.8,0
60339,1,1,62,94,62,62.0,94,94.0,2585.392532,33.14605811,60339.0,0.0,0,0,0,0,109.0,62.0,94.0,0
498967,3,5,26,11601,20,8.666666667,4380,2320.2,23302.14223,16.03312444,71281.0,177256.9773,25559,498823,0,0,1453.375,8.666666667,2320.2,1
21627498,6,6,455,2064,431,75.83333333,2052,344.0,116.4720949,0.554849202,1966136.182,3997501.287,20100000,21600000,0,0,209.9166667,75.83333333,344.0,0
9270757,4,0,24,0,6,6.0,0,0.0,2.58878536,0.431464227,3090252.333,5351620.171,9270757,0,0,1,7.5,6.0,0.0,1
95455173,8,5,56,11601,20,7.0,4380,2320.2,122.1201495,0.136189581,7954597.75,27000000.0,95400000,32700,0,1,897.1538462,7.0,2320.2,1
11955709,4,0,24,0,6,6.0,0,0.0,2.00740918,0.334568197,3985236.333,6901760.606,12000000,0,0,1,7.5,6.0,0.0,1
163914,3,5,26,11601,20,8.666666667,7300,2320.2,70933.53832,48.80608124,23416.28571,56695.41602,11824,163762,0,0,1453.375,8.666666667,2320.2,1
219,2,2,138,394,69,69.0,197,197.0,2429223.744,18264.84018,73.0,83.62415919,4,49,0,0,150.25,69.0,197.0,0
3816656,1,5,6,30,6,6.0,6,6.0,9.432340772,1.572056795,763331.2,1691752.055,0,3791727,0,1,7.0,6.0,6.0,0
9408908,1,5,1375,24,1375,1375.0,6,4.8,148.6888808,0.637693556,1881781.6,4202223.324,0,9407966,1,1,462.3333333,1375.0,4.8,0
222,2,2,88,188,44,44.0,94,94.0,1243243.243,18018.01802,74.0,44.17012565,48,49,0,0,80.0,44.0,94.0,0
156,2,2,90,122,45,45.0,61,61.0,1358974.359,25641.02564,52.0,51.11751168,3,48,0,0,64.25,45.0,61.0,0
23447,1,1,46,74,46,46.0,74,74.0,5117.925534,85.2987589,23447.0,0.0,0,0,0,0,83.0,46.0,74.0,0
71233005,9,4,62,11601,20,6.888888889,7215,2900.25,163.7302821,0.182499671,5936083.75,17900000.0,70400000,862967,0,1,897.6153846,6.888888889,2900.25,1
3767648,1,6,1375,30,1375,1375.0,6,5.0,372.9116945,1.857923033,627941.3333,1530539.16,0,3762865,1,1,397.1428571,1375.0,5.0,0
82331851,8,7,56,11607,20,7.0,4380,1658.142857,141.6584209,0.182189515,5880846.5,18700000.0,82000000,288116,0,1,777.9333333,7.0,1658.142857,1
60969744,19,14,2391,6838,722,125.8421053,1627,488.4285714,151.3701616,0.541252068,1905304.5,3938825.836,61000000,60900000,0,0,279.6666667,125.8421053,488.4285714,0
690111,5,2,11601,26,8675,2320.2,20,13.0,16848.0143,10.14329579,115018.5,271134.1011,690111,205,0,0,1661.0,2320.2,13.0,0
25042,2,2,58,446,29,29.0,223,223.0,20126.188,159.7316508,8347.333333,14452.80929,3,3,0,0,133.25,29.0,223.0,0
48761,2,2,86,196,43,43.0,98,98.0,5783.310433,82.03277209,16253.66667,28146.98032,3,3,0,0,81.25,43.0,98.0,0
31127,3,6,26,11601,20,8.666666667,5840,1933.5,373534.2307,289.1380474,3890.875,6997.331317,16048,30926,0,0,1291.888889,8.666666667,1933.5,1
4052714,4,0,24,0,6,6.0,0,0.0,5.921957483,0.986992914,1350904.667,2339127.117,4052714,0,0,1,7.5,6.0,0.0,1
98290702,6,9,11607,62,7300,1934.5,20,6.888888889,118.719266,0.152608535,7020764.429,23500000.0,98300000,97900000,0,1,778.3333333,1934.5,6.888888889,0
